,Neighbourhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,"Malvern,Rouge",43.806686299999996,-79.19435340000001,Paradise Salon and Med Spa,43.802074,-79.199198,Salon / Barbershop
1,"Malvern,Rouge",43.806686299999996,-79.19435340000001,The Experience,43.80122065712124,-79.19783804136077,Salon / Barbershop
2,"Malvern,Rouge",43.806686299999996,-79.19435340000001,First Choice Haircutters,43.799770989581745,-79.19797577282293,Salon / Barbershop
3,"Malvern,Rouge",43.806686299999996,-79.19435340000001,Nice One Nails,43.798647016737554,-79.19591528916169,Salon / Barbershop
4,"Rouge Hill,Port Union,Highland Creek",43.7845351,-79.16049709999999,The Right Cut,43.78358873479618,-79.16883834238348,Salon / Barbershop
5,"Guildwood,Morningside,West Hill",43.7635726,-79.1887115,All In One Hair & Nails,43.762348,-79.183546,Salon / Barbershop
6,"Guildwood,Morningside,West Hill",43.7635726,-79.1887115,Rexall,43.768806,-79.188405,Salon / Barbershop
7,"Guildwood,Morningside,West Hill",43.7635726,-79.1887115,First Choice Haircutters,43.76921867036633,-79.1845377449764,Salon / Barbershop
8,"Guildwood,Morningside,West Hill",43.7635726,-79.1887115,Magicuts,43.7705231,-79.1864221,Salon / Barbershop
9,"Guildwood,Morningside,West Hill",43.7635726,-79.1887115,Hair Gurus Corporation,43.759324,-79.19738,Salon / Barbershop
10,"Guildwood,Morningside,West Hill",43.7635726,-79.1887115,Lechelle's Adams,43.771108,-79.18712,Salon / Barbershop
11,Woburn,43.7709921,-79.21691740000001,Herbal Esthetics And Hairstyling,43.767471,-79.22751,Salon / Barbershop
12,Scarborough Village,43.7447342,-79.23947609999999,Elaine Unisex Barbershop,43.743893075353775,-79.2448643873715,Salon / Barbershop
13,Scarborough Village,43.7447342,-79.23947609999999,Michi Me's,43.7476643665424,-79.24380530196575,Salon / Barbershop
14,Scarborough Village,43.7447342,-79.23947609999999,Reeny's Hair Design,43.747773,-79.245601,Salon / Barbershop
15,Scarborough Village,43.7447342,-79.23947609999999,The Fade Factory,43.73730005613855,-79.2360976123577,Salon / Barbershop
16,Ionview,43.7279292,-79.26202940000002,Monique Hair Design,43.727249,-79.265877,Salon / Barbershop
17,Ionview,43.7279292,-79.26202940000002,Cut Creator,43.73381,-79.25807,Salon / Barbershop
18,Ionview,43.7279292,-79.26202940000002,Diana beauty salon,43.73206780577376,-79.27024597120732,Salon / Barbershop
19,Ionview,43.7279292,-79.26202940000002,Super D's Salon,43.734517,-79.257379,Salon / Barbershop
20,"Clairlea,Oakridge",43.711111700000004,-79.2845772,Peter's Barber Shop,43.7108005955391,-79.29139937751069,Salon / Barbershop
21,"Clairlea,Oakridge",43.711111700000004,-79.2845772,Star Men's Hairstyling Barbershop,43.70798836939416,-79.29587384093873,Salon / Barbershop
22,"Clairlea,Oakridge",43.711111700000004,-79.2845772,Hair Star,43.707615,-79.29604,Salon / Barbershop
23,"Cliffside,Cliffcrest",43.716316,-79.23947609999999,Marilyn's & V's Hairstyling,43.720788,-79.242126,Salon / Barbershop
24,"Cliffside,Cliffcrest",43.716316,-79.23947609999999,Marilyn's Hairstyling,43.720909827192386,-79.2459326444853,Salon / Barbershop
25,Birch Cliff,43.692657000000004,-79.2648481,Hair by Nature,43.68962097167969,-79.26764678955078,Salon / Barbershop
26,Dorset Park,43.7574096,-79.27330400000001,Fresh Fades Barbershop,43.75340777994169,-79.27683413028717,Salon / Barbershop
27,Dorset Park,43.7574096,-79.27330400000001,New Lifestyle Hair Design,43.761859079338656,-79.28008843198096,Salon / Barbershop
28,Dorset Park,43.7574096,-79.27330400000001,Suo Bi Hair Salon,43.750811,-79.277459,Salon / Barbershop
29,Dorset Park,43.7574096,-79.27330400000001,Perms And Cuts,43.7643098,-79.2779509,Salon / Barbershop
30,Dorset Park,43.7574096,-79.27330400000001,Skinz Barber Shop,43.751589,-79.264046,Salon / Barbershop
31,"Wexford,Maryvale",43.750071500000004,-79.2958491,Monica's Nails & Spa,43.74574256311016,-79.2930559996509,Salon / Barbershop
32,"Wexford,Maryvale",43.750071500000004,-79.2958491,First Choice Haircutters,43.747041076527786,-79.28704261779785,Salon / Barbershop
33,"Wexford,Maryvale",43.750071500000004,-79.2958491,R & D Beauty Hair Salon,43.74729,-79.284428,Salon / Barbershop
34,"Wexford,Maryvale",43.750071500000004,-79.2958491,Habeeb Barber Shop,43.74333035863171,-79.30362796921419,Salon / Barbershop
35,Agincourt,43.7942003,-79.26202940000002,New Wave Hair Studio,43.78796556055985,-79.26608958791658,Salon / Barbershop
36,Agincourt,43.7942003,-79.26202940000002,Cut Kings - Barber Shop,43.787791,-79.266589,Salon / Barbershop
37,Milliken,43.8152522,-79.2845772,Peter's Hair Design,43.81409926473368,-79.291470926582,Salon / Barbershop
38,Milliken,43.8152522,-79.2845772,Po Feer Hair Salon 花之髮,43.81057388617327,-79.28765123034651,Salon / Barbershop
39,Milliken,43.8152522,-79.2845772,Vogue Hair Stylist,43.820334,-79.294663,Salon / Barbershop
40,Henry Farm,43.7785175,-79.3465557,De Berardini's,43.77806925637981,-79.34264197549473,Salon / Barbershop
41,Henry Farm,43.7785175,-79.3465557,The Barber's Chair,43.77784255803471,-79.34282179754372,Salon / Barbershop
42,Henry Farm,43.7785175,-79.3465557,Tonic Studio,43.778222681112105,-79.34273548831791,Salon / Barbershop
43,Henry Farm,43.7785175,-79.3465557,Sunshine Spa and Nails,43.77798192957758,-79.34260347031066,Salon / Barbershop
44,Henry Farm,43.7785175,-79.3465557,Trade Secrets,43.77790108971357,-79.3431920491143,Salon / Barbershop
45,Henry Farm,43.7785175,-79.3465557,Hair King,43.78566584544128,-79.3525648022791,Salon / Barbershop
46,Bayview Village,43.7869473,-79.385975,Hairafter Salon & Spa,43.78787444873151,-79.38104578211711,Salon / Barbershop
47,Bayview Village,43.7869473,-79.385975,Siamak Hair Design,43.78930859842125,-79.39315813091113,Salon / Barbershop
48,Bayview Village,43.7869473,-79.385975,Siamak Hair Design,43.789824,-79.393121,Salon / Barbershop
49,Bayview Village,43.7869473,-79.385975,Haute Coiffure,43.791871,-79.392512,Salon / Barbershop
50,"Willowdale,Newtonbrook",43.789053,-79.40849279999999,Izzy Hair And Colour,43.785379,-79.416373,Salon / Barbershop
51,"Willowdale,Newtonbrook",43.789053,-79.40849279999999,JJs Salon,43.79319520050908,-79.41904343639548,Salon / Barbershop
52,Willowdale,43.7701199,-79.40849279999999,Salon de elephant,43.77312107625139,-79.41381379220725,Salon / Barbershop
53,Willowdale,43.7701199,-79.40849279999999,Fiorio Gibson Square,43.76944620505899,-79.41315726860543,Salon / Barbershop
54,Willowdale,43.7701199,-79.40849279999999,Rexall,43.768616,-79.413782,Salon / Barbershop
55,Willowdale,43.7701199,-79.40849279999999,Hair happiness,43.76416555587333,-79.41164523433382,Salon / Barbershop
56,Willowdale,43.7701199,-79.40849279999999,Salon de Elephant,43.76282821353353,-79.41173318078397,Salon / Barbershop
57,Willowdale,43.7827364,-79.4422593,Katerina Rapoport Inc,43.78001814809708,-79.44422006607056,Salon / Barbershop
58,Willowdale,43.7827364,-79.4422593,Ben Abramob Haircut Salon,43.784000396728516,-79.44882202148438,Salon / Barbershop
59,Parkwoods,43.7532586,-79.3296565,Hair J,43.760681,-79.32691,Salon / Barbershop
60,Parkwoods,43.7532586,-79.3296565,Parkwoods Hairstyling,43.76078245308056,-79.32465277741258,Salon / Barbershop
61,Parkwoods,43.7532586,-79.3296565,Donwood Men's Hairstylists,43.74545303494991,-79.32506541266062,Salon / Barbershop
62,Don Mills,43.745905799999996,-79.352188,DBK Salon,43.75385818220874,-79.35797441229002,Salon / Barbershop
63,Don Mills,43.745905799999996,-79.352188,Ace's Chair at DBK,43.75385266699368,-79.35798763936593,Salon / Barbershop
64,Don Mills,43.745905799999996,-79.352188,Uptown Spa Toronto,43.75297442798781,-79.3586367853416,Salon / Barbershop
65,Don Mills,43.72589970000001,-79.340923,A&I Hair Salon,43.725627,-79.341758,Salon / Barbershop
66,Don Mills,43.72589970000001,-79.340923,Pure Skin,43.72389072191016,-79.33600233095068,Salon / Barbershop
67,Don Mills,43.72589970000001,-79.340923,Donato Salon & Spa,43.73424095721129,-79.34447920857065,Salon / Barbershop
68,Don Mills,43.72589970000001,-79.340923,Aphrodite Spa,43.73434971139756,-79.34393002268723,Salon / Barbershop
69,Don Mills,43.72589970000001,-79.340923,salon elle,43.728824615478516,-79.3293228149414,Salon / Barbershop
70,"Bathurst Manor,Wilson Heights",43.7543283,-79.4422593,Fantasy Cuts,43.756571,-79.439344,Salon / Barbershop
71,"Bathurst Manor,Wilson Heights",43.7543283,-79.4422593,Sweety,43.755493,-79.437848,Salon / Barbershop
72,"Bathurst Manor,Wilson Heights",43.7543283,-79.4422593,Salon Sarah Hair & Spa,43.753462083723505,-79.45156429622668,Salon / Barbershop
73,"Bathurst Manor,Wilson Heights",43.7543283,-79.4422593,Eli's Salon & Barbershop,43.74688,-79.436615,Salon / Barbershop
74,Downsview,43.737473200000004,-79.46476329999999,Enzo Salon,43.73125341237957,-79.46389811370565,Salon / Barbershop
75,Downsview,43.737473200000004,-79.46476329999999,Jillian'a Vision of Beauty,43.73113492924592,-79.46494737317211,Salon / Barbershop
76,Downsview,43.737473200000004,-79.46476329999999,Stylist On Call,43.73188691627972,-79.46898221969604,Salon / Barbershop
77,Downsview,43.737473200000004,-79.46476329999999,Studio Paonessa,43.731053641568785,-79.46501878830196,Salon / Barbershop
78,Downsview,43.737473200000004,-79.46476329999999,Eren berber,43.73048,-79.46716,Salon / Barbershop
79,Downsview,43.737473200000004,-79.46476329999999,The Jagged Edge,43.730759,-79.458727,Salon / Barbershop
80,Downsview,43.7390146,-79.5069436,Marta's Centre Beauty,43.735324895163885,-79.51165197047125,Salon / Barbershop
81,Downsview,43.7390146,-79.5069436,Upstyle Passion Salon,43.73611067928732,-79.51284343864903,Salon / Barbershop
82,Downsview,43.7390146,-79.5069436,Upstyle Passion Salon (UPS),43.73974451566631,-79.51376585495196,Salon / Barbershop
83,Downsview,43.7284964,-79.49569740000001,Rexall,43.723763,-79.48937,Salon / Barbershop
84,Downsview,43.7616313,-79.52099940000001,Ruby's Hair Salon,43.757408,-79.5165099,Salon / Barbershop
85,Downsview,43.7616313,-79.52099940000001,Rexall,43.76659,-79.519852,Salon / Barbershop
86,The Beaches,43.67635739999999,-79.2930312,The Curl Lounge,43.678596,-79.29841,Salon / Barbershop
87,The Beaches,43.67635739999999,-79.2930312,First Choice Haircutters,43.67101447465027,-79.29529597025834,Salon / Barbershop
88,The Beaches,43.67635739999999,-79.2930312,Hair Dynamix,43.670916580700585,-79.29607304626283,Salon / Barbershop
89,The Beaches,43.67635739999999,-79.2930312,The Chopping Block,43.672843,-79.286481,Salon / Barbershop
90,The Beaches,43.67635739999999,-79.2930312,Parlour Salon,43.670933,-79.296363,Salon / Barbershop
91,The Beaches,43.67635739999999,-79.2930312,Fiorio Beaches,43.669913,-79.300529,Salon / Barbershop
92,Leaside,43.7090604,-79.3634517,Sola Salon Studios,43.71027586093832,-79.36292972934095,Salon / Barbershop
93,Leaside,43.7090604,-79.3634517,Leaside Barber Shop,43.71295554050216,-79.3671170967442,Salon / Barbershop
94,Leaside,43.7090604,-79.3634517,Blo Blow Dry Bar,43.7078182,-79.3756708,Salon / Barbershop
95,Thorncliffe Park,43.7053689,-79.34937190000001,Hair CiCi,43.70515823364258,-79.34662628173828,Salon / Barbershop
96,Riverdale,43.6795571,-79.352188,Bob and Paige,43.676892773228936,-79.35529927770634,Salon / Barbershop
97,Riverdale,43.6795571,-79.352188,Allure Body Bar,43.67930961860643,-79.34290082858878,Salon / Barbershop
98,Riverdale,43.6795571,-79.352188,Blo Blow Dry Bar,43.6783422,-79.3492772,Salon / Barbershop
99,Riverdale,43.6795571,-79.352188,Melonhead,43.67729151685706,-79.3540828352747,Salon / Barbershop
100,Riverdale,43.6795571,-79.352188,The Barbers,43.68592418269783,-79.34755766954086,Salon / Barbershop
101,Riverdale,43.6795571,-79.352188,Salon Elias,43.679594,-79.341694,Salon / Barbershop
102,Riverdale,43.6795571,-79.352188,-M-Hair,43.675104194455486,-79.34362649917603,Salon / Barbershop
103,Lawrence Park,43.7280205,-79.3887901,Salon and Barbershop at the Granite,43.7332763671875,-79.38268280029297,Salon / Barbershop
104,Lawrence Park,43.7280205,-79.3887901,Salon 186,43.72144723682777,-79.3956100974702,Salon / Barbershop
105,Lawrence Park,43.7153834,-79.40567840000001,Civello Salon,43.71511093497453,-79.40030409940266,Salon / Barbershop
106,Lawrence Park,43.7153834,-79.40567840000001,Blo Blow Dry Bar,43.7146804,-79.4003352,Salon / Barbershop
107,Lawrence Park,43.7153834,-79.40567840000001,Prayosha Threading & Wax Bar,43.71802658278472,-79.40071723604657,Salon / Barbershop
108,Lawrence Park,43.7153834,-79.40567840000001,Bogart's Salon & Spa,43.71254463096571,-79.39997509672807,Salon / Barbershop
109,Lawrence Park,43.7153834,-79.40567840000001,Salon Afif,43.71178202554528,-79.39933238950803,Salon / Barbershop
110,Lawrence Park,43.7153834,-79.40567840000001,Jalouse Hair,43.711512,-79.399064,Salon / Barbershop
111,Lawrence Park,43.7153834,-79.40567840000001,Epoca Hair Group,43.71055,-79.3991,Salon / Barbershop
112,Lawrence Park,43.7153834,-79.40567840000001,Confident Hair Inc.,43.70880336755541,-79.41020965576172,Salon / Barbershop
113,Lawrence Park,43.7153834,-79.40567840000001,Mazz Salon,43.709187324429,-79.39877116915727,Salon / Barbershop
114,Lawrence Park,43.7153834,-79.40567840000001,Pretty In The City,43.70925933171798,-79.3986044729494,Salon / Barbershop
115,Lawrence Park,43.7153834,-79.40567840000001,D Square Salon,43.708965,-79.398874,Salon / Barbershop
116,Lawrence Park,43.7153834,-79.40567840000001,Magicuts,43.70892295585044,-79.39872169234626,Salon / Barbershop
117,Davisville,43.7043244,-79.3887901,Madfactory Salon,43.70271502462457,-79.38761472702026,Salon / Barbershop
118,Davisville,43.7043244,-79.3887901,Evoke Salon,43.70639283882118,-79.3982260573892,Salon / Barbershop
119,Davisville,43.7043244,-79.3887901,Mankind Grooming Studio for Men,43.70808134678079,-79.39186360144187,Salon / Barbershop
120,Davisville,43.7043244,-79.3887901,B.T. Nail,43.703862008735605,-79.38829798713046,Salon / Barbershop
121,Davisville,43.7043244,-79.3887901,Desantis,43.705809382927534,-79.38917217209685,Salon / Barbershop
122,Davisville,43.7043244,-79.3887901,Pleasant Nails,43.705458386533934,-79.38895972938143,Salon / Barbershop
123,Davisville,43.7043244,-79.3887901,Topcuts,43.707577681787676,-79.39420269860561,Salon / Barbershop
124,Davisville,43.7043244,-79.3887901,Mode Hair Studio for Men,43.70290893042932,-79.39735651016234,Salon / Barbershop
125,Davisville,43.7043244,-79.3887901,Sweeny Todds Hair Design,43.700032,-79.396998,Salon / Barbershop
126,Davisville,43.7043244,-79.3887901,Ray Daniel Salon and Spa,43.706819,-79.399111,Salon / Barbershop
127,Davisville,43.7043244,-79.3887901,Magicuts,43.70892295585044,-79.39872169234626,Salon / Barbershop
128,Davisville,43.7043244,-79.3887901,Pretty In The City,43.70925933171798,-79.3986044729494,Salon / Barbershop
129,Davisville,43.7043244,-79.3887901,D Square Salon,43.708965,-79.398874,Salon / Barbershop
130,Davisville,43.7043244,-79.3887901,Mazz Salon,43.709187324429,-79.39877116915727,Salon / Barbershop
131,Davisville,43.7043244,-79.3887901,Fiorio Beauty Academy,43.698334,-79.396671,Trade School
132,Davisville,43.7043244,-79.3887901,Rexall,43.707276,-79.399547,Salon / Barbershop
133,Moore Park,43.6895743,-79.38315990000001,Cozy Spa Nails,43.687738474251134,-79.39394444406861,Salon / Barbershop
134,Moore Park,43.6895743,-79.38315990000001,The Living Room Hairstudio,43.68630953025748,-79.39332306343682,Salon / Barbershop
135,Moore Park,43.6895743,-79.38315990000001,Salon LYOL,43.687431335765076,-79.3940057605505,Salon / Barbershop
136,Moore Park,43.6895743,-79.38315990000001,Fiorio Salon & Spa,43.68853048964094,-79.39430995539385,Salon / Barbershop
137,Moore Park,43.6895743,-79.38315990000001,Blow dry lounge,43.68590302875716,-79.39326258821156,Salon / Barbershop
138,Moore Park,43.6895743,-79.38315990000001,Exit Salon,43.68498096143168,-79.3928062738732,Salon / Barbershop
139,Moore Park,43.6895743,-79.38315990000001,Rexall,43.688467,-79.393801,Salon / Barbershop
140,Moore Park,43.6895743,-79.38315990000001,Rosh Salon,43.68337089716702,-79.39196511021636,Salon / Barbershop
141,Moore Park,43.6895743,-79.38315990000001,Trade Secrets,43.68543937924174,-79.39330101013184,Salon / Barbershop
142,"South Hill,Deer Park",43.68641229999999,-79.4000493,Salon LYOL,43.687431335765076,-79.3940057605505,Salon / Barbershop
143,"South Hill,Deer Park",43.68641229999999,-79.4000493,Cozy Spa Nails,43.687738474251134,-79.39394444406861,Salon / Barbershop
144,"South Hill,Deer Park",43.68641229999999,-79.4000493,Fiorio Salon & Spa,43.68853048964094,-79.39430995539385,Salon / Barbershop
145,"South Hill,Deer Park",43.68641229999999,-79.4000493,The Living Room Hairstudio,43.68630953025748,-79.39332306343682,Salon / Barbershop
146,"South Hill,Deer Park",43.68641229999999,-79.4000493,Blow dry lounge,43.68590302875716,-79.39326258821156,Salon / Barbershop
147,"South Hill,Deer Park",43.68641229999999,-79.4000493,Exit Salon,43.68498096143168,-79.3928062738732,Salon / Barbershop
148,"South Hill,Deer Park",43.68641229999999,-79.4000493,Rexall,43.688467,-79.393801,Salon / Barbershop
149,"South Hill,Deer Park",43.68641229999999,-79.4000493,Trade Secrets,43.68543937924174,-79.39330101013184,Salon / Barbershop
150,"South Hill,Deer Park",43.68641229999999,-79.4000493,Rosh Salon,43.68337089716702,-79.39196511021636,Salon / Barbershop
151,"South Hill,Deer Park",43.68641229999999,-79.4000493,Kearns & Co. Hair,43.68287225008859,-79.39190463410311,Salon / Barbershop
152,"South Hill,Deer Park",43.68641229999999,-79.4000493,The Alcorn,43.682125072312104,-79.39174134835234,Salon / Barbershop
153,"South Hill,Deer Park",43.68641229999999,-79.4000493,Spanails,43.6829942,-79.39214,Salon / Barbershop
154,"South Hill,Deer Park",43.68641229999999,-79.4000493,Josephs hairstyling,43.681851329972126,-79.39129437292928,Salon / Barbershop
155,"South Hill,Deer Park",43.68641229999999,-79.4000493,Disegno Hair Salon,43.68672563983719,-79.41233963847668,Salon / Barbershop
156,Rosedale,43.6795626,-79.37752940000001,Colour Lab 12,43.67722258683838,-79.38951373100281,Salon / Barbershop
157,Rosedale,43.6795626,-79.37752940000001,Rexall,43.67165,-79.378245,Pharmacy
158,"St. James Town,Cabbagetown",43.667967,-79.3676753,Hastings Barber Shop Cabbagetown,43.66191718328384,-79.36910845764488,Salon / Barbershop
159,"St. James Town,Cabbagetown",43.667967,-79.3676753,Rexall,43.666116,-79.368323,Salon / Barbershop
160,"St. James Town,Cabbagetown",43.667967,-79.3676753,Rexall,43.67165,-79.378245,Pharmacy
161,Church and Wellesley,43.6658599,-79.38315990000001,Ho's Team Barber Shop,43.66563031656884,-79.38135926650858,Salon / Barbershop
162,Church and Wellesley,43.6658599,-79.38315990000001,Ho's Place,43.66603512316113,-79.38106934696896,Salon / Barbershop
163,Church and Wellesley,43.6658599,-79.38315990000001,The Men's Room,43.664445596525944,-79.38006704821788,Salon / Barbershop
164,Church and Wellesley,43.6658599,-79.38315990000001,Hair District,43.66486833951107,-79.38516137801109,Salon / Barbershop
165,Church and Wellesley,43.6658599,-79.38315990000001,Salon Solis,43.668356,-79.385921,Salon / Barbershop
166,Church and Wellesley,43.6658599,-79.38315990000001,Distinct Hair Design,43.66466515026272,-79.38000930453782,Salon / Barbershop
167,Church and Wellesley,43.6658599,-79.38315990000001,Rexall,43.665372,-79.38118,Salon / Barbershop
168,Church and Wellesley,43.6658599,-79.38315990000001,Fiorio Hair Design,43.670169709332704,-79.39140019059467,Salon / Barbershop
169,Church and Wellesley,43.6658599,-79.38315990000001,Solo Bace,43.672375999612214,-79.38765298875379,Salon / Barbershop
170,Church and Wellesley,43.6658599,-79.38315990000001,Industry Hairdressing & Beauty,43.66981813969712,-79.39167787240316,Salon / Barbershop
171,Church and Wellesley,43.6658599,-79.38315990000001,Earth Salon,43.671785,-79.391641,Salon / Barbershop
172,Church and Wellesley,43.6658599,-79.38315990000001,Salon Daniel Spa,43.670989522246344,-79.39147824579672,Salon / Barbershop
173,Church and Wellesley,43.6658599,-79.38315990000001,Concepts,43.670729614084046,-79.38695733808977,Salon / Barbershop
174,Church and Wellesley,43.6658599,-79.38315990000001,Hair Story,43.66257184461242,-79.38356918930369,Salon / Barbershop
175,Church and Wellesley,43.6658599,-79.38315990000001,Industry,43.66994715797594,-79.3917671882441,Salon / Barbershop
176,Church and Wellesley,43.6658599,-79.38315990000001,Toni & Guy,43.66844441317472,-79.39480835917645,Salon / Barbershop
177,Church and Wellesley,43.6658599,-79.38315990000001,Topcuts,43.665156,-79.384651,Salon / Barbershop
178,Church and Wellesley,43.6658599,-79.38315990000001,Michael's Barber Shop,43.665568,-79.381269,Salon / Barbershop
179,Church and Wellesley,43.6658599,-79.38315990000001,Hair n After,43.66578730501159,-79.38105677906732,Salon / Barbershop
180,Church and Wellesley,43.6658599,-79.38315990000001,J4U Salon and Spa,43.66531665976771,-79.38486601164671,Salon / Barbershop
181,Church and Wellesley,43.6658599,-79.38315990000001,ZaZo Hair Studio,43.66608329582996,-79.38552143293501,Salon / Barbershop
182,Church and Wellesley,43.6658599,-79.38315990000001,Hair Story 3,43.6649169921875,-79.38429260253906,Salon / Barbershop
183,Church and Wellesley,43.6658599,-79.38315990000001,Hair Happiness,43.66428883357523,-79.38446577067093,Salon / Barbershop
184,Church and Wellesley,43.6658599,-79.38315990000001,Afterglo Tan Bar,43.66750401341433,-79.38502659274793,Salon / Barbershop
185,Church and Wellesley,43.6658599,-79.38315990000001,Uptown Barber Shop,43.66771403135156,-79.38517504508185,Salon / Barbershop
186,Church and Wellesley,43.6658599,-79.38315990000001,JAZ Hair Studio,43.668101,-79.381886,Salon / Barbershop
187,Church and Wellesley,43.6658599,-79.38315990000001,K & B Barber & Hairstylist,43.664053544579886,-79.38020451155349,Salon / Barbershop
188,Church and Wellesley,43.6658599,-79.38315990000001,Colours Hair Studio,43.66280471948982,-79.38350906634413,Salon / Barbershop
189,Church and Wellesley,43.6658599,-79.38315990000001,Rexall,43.660485,-79.384455,Salon / Barbershop
190,Church and Wellesley,43.6658599,-79.38315990000001,Bora Bora Tanning,43.669658,-79.382251,Salon / Barbershop
191,Church and Wellesley,43.6658599,-79.38315990000001,Salon One,43.663709603726794,-79.38030707093135,Salon / Barbershop
192,Church and Wellesley,43.6658599,-79.38315990000001,Top Ten Tattoos,43.668279,-79.386181,Salon / Barbershop
193,Church and Wellesley,43.6658599,-79.38315990000001,Haartek Salon,43.66881808681523,-79.3876767060013,Salon / Barbershop
194,Church and Wellesley,43.6658599,-79.38315990000001,N15 Hair Salon,43.661854,-79.386121,Salon / Barbershop
195,Church and Wellesley,43.6658599,-79.38315990000001,Boyd's Barber Shop,43.66118850597661,-79.38241894418144,Salon / Barbershop
196,Church and Wellesley,43.6658599,-79.38315990000001,Topcuts,43.660802163182574,-79.38539659110565,Salon / Barbershop
197,Church and Wellesley,43.6658599,-79.38315990000001,Magicuts,43.660489,-79.384447,Salon / Barbershop
198,Church and Wellesley,43.6658599,-79.38315990000001,Andre Pierre,43.669783146641315,-79.38876531974381,Salon / Barbershop
199,Church and Wellesley,43.6658599,-79.38315990000001,Hair Excel,43.67104774976666,-79.38776776789896,Salon / Barbershop
200,Church and Wellesley,43.6658599,-79.38315990000001,Hair Concepts,43.6701609192077,-79.38940858548008,Salon / Barbershop
201,Church and Wellesley,43.6658599,-79.38315990000001,Throne Barbershop,43.65943273007969,-79.38220595316575,Salon / Barbershop
202,Church and Wellesley,43.6658599,-79.38315990000001,Church Street Barbershop,43.66016069109369,-79.37857250197301,Salon / Barbershop
203,Church and Wellesley,43.6658599,-79.38315990000001,Terry's Hair Studio,43.65926953376077,-79.38226093721481,Salon / Barbershop
204,Church and Wellesley,43.6658599,-79.38315990000001,Trade Secrets,43.67019979032955,-79.38847303390503,Salon / Barbershop
205,Church and Wellesley,43.6658599,-79.38315990000001,Rexall,43.67034,-79.388262,Salon / Barbershop
206,Church and Wellesley,43.6658599,-79.38315990000001,Topcuts,43.672234237043895,-79.38778666756694,Salon / Barbershop
207,Church and Wellesley,43.6658599,-79.38315990000001,Blyss Salon Inc.,43.67066629970747,-79.39077207413237,Salon / Barbershop
208,Church and Wellesley,43.6658599,-79.38315990000001,Paul Pecorella Aveda Salon,43.67016326540583,-79.3914101028323,Salon / Barbershop
209,Church and Wellesley,43.6658599,-79.38315990000001,See Fu Hair Salon,43.67018127441406,-79.39156341552734,Salon / Barbershop
210,Church and Wellesley,43.6658599,-79.38315990000001,Urban Textures,43.65843240884967,-79.38402590784064,Salon / Barbershop
211,Garden District,43.6571618,-79.37893709999999,Kamiya Hairdressing,43.654733945538446,-79.37904845592371,Salon / Barbershop
212,Garden District,43.6571618,-79.37893709999999,L'attitudes,43.65440418610564,-79.38097430190884,Salon / Barbershop
213,Garden District,43.6571618,-79.37893709999999,John Allans,43.651446635211904,-79.38135389611388,Salon / Barbershop
214,Garden District,43.6571618,-79.37893709999999,The Men's Room,43.664445596525944,-79.38006704821788,Salon / Barbershop
215,Garden District,43.6571618,-79.37893709999999,Ho's Team Barber Shop,43.66563031656884,-79.38135926650858,Salon / Barbershop
216,Garden District,43.6571618,-79.37893709999999,Aveda Institute Toronto,43.65009640955562,-79.37362952211767,Salon / Barbershop
217,Garden District,43.6571618,-79.37893709999999,Terminal Barber Shop 2,43.655516,-79.385548,Salon / Barbershop
218,Garden District,43.6571618,-79.37893709999999,Hastings Barber Shop Cabbagetown,43.66191718328384,-79.36910845764488,Salon / Barbershop
219,Garden District,43.6571618,-79.37893709999999,Distinct Hair Design,43.66466515026272,-79.38000930453782,Salon / Barbershop
220,Garden District,43.6571618,-79.37893709999999,Hair District,43.66486833951107,-79.38516137801109,Salon / Barbershop
221,Garden District,43.6571618,-79.37893709999999,Terminal Barbershop,43.655874,-79.383983,Salon / Barbershop
222,Garden District,43.6571618,-79.37893709999999,P&H Salon & Spa,43.64965124383938,-79.37535057059037,Salon / Barbershop
223,Garden District,43.6571618,-79.37893709999999,Rexall,43.665372,-79.38118,Salon / Barbershop
224,Garden District,43.6571618,-79.37893709999999,Hair Story,43.66257184461242,-79.38356918930369,Salon / Barbershop
225,Garden District,43.6571618,-79.37893709999999,Merchandise Building Hair Salon,43.65646818455547,-79.37682835542365,Salon / Barbershop
226,Garden District,43.6571618,-79.37893709999999,Slick Wax Bar,43.65624487895722,-79.37705755233765,Salon / Barbershop
227,Garden District,43.6571618,-79.37893709999999,Spellbound Hair Design - Downtown,43.655076090586434,-79.38023750269997,Salon / Barbershop
228,Garden District,43.6571618,-79.37893709999999,Salon Liberte,43.65822424815527,-79.38182263484794,Salon / Barbershop
229,Garden District,43.6571618,-79.37893709999999,James Hair Salon,43.65545101401286,-79.37666286345586,Salon / Barbershop
230,Garden District,43.6571618,-79.37893709999999,Rexall,43.660485,-79.384455,Salon / Barbershop
231,Garden District,43.6571618,-79.37893709999999,Church Street Barbershop,43.66016069109369,-79.37857250197301,Salon / Barbershop
232,Garden District,43.6571618,-79.37893709999999,Onyx Barbers,43.653682444816795,-79.37974919343912,Salon / Barbershop
233,Garden District,43.6571618,-79.37893709999999,L'attitudes Salon & Spa - Eaton Centre,43.6544,-79.3808,Salon / Barbershop
234,Garden District,43.6571618,-79.37893709999999,Terry's Hair Studio,43.65926953376077,-79.38226093721481,Salon / Barbershop
